23:26; операция : 3/11 + 7/11 результат :10/11
23:30; операция : (5+3j) + (2+4j) результат :(7+7j)
23:32; операция : (3+2j) * (2+5j) результат :(-4+19j)
14:20; операция : 4/11 + 4/11 результат :8/11
20:25; операция : 3+2j + 3+2j 
20:27; операция : 5/11 * 5/11 
20:28; операция : 5/11 * 5/11 
